DateTime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,dayofweek,month,day_of_year,is_weekend,is_anomaly_iso,is_anomaly_svm,is_anomaly_combined
2004-05-24 04:00:00,0.2,753.0,42.743589743589745,0.5,437.0,14.0,1904.0,19.0,1110.0,301.0,16.3,41.0,0.7513,4,0,5,145,0,1,1,1
2004-05-24 05:00:00,0.1,749.0,40.078947368421055,0.7,466.0,23.0,1803.0,29.0,1089.0,307.0,16.1,36.5,0.664,5,0,5,145,0,1,0,1
2004-05-24 06:00:00,0.5,864.0,71.44736842105263,2.8,642.0,72.0,1288.0,69.0,1255.0,441.0,16.5,36.2,0.6752,6,0,5,145,0,0,0,0
2004-05-24 07:00:00,1.6,1002.0,243.30769230769232,7.8,893.0,165.0,1010.0,111.0,1394.0,775.0,17.5,30.9,0.6111,7,0,5,145,0,0,0,0
2004-05-24 08:00:00,2.0,970.0,424.475,9.7,966.0,118.0,944.0,81.0,1379.0,907.0,18.4,24.0,0.5046,8,0,5,145,0,0,0,0
2004-05-24 09:00:00,1.3,898.0,377.825,6.9,853.0,85.0,1066.0,56.0,1271.0,763.0,19.2,23.8,0.5235,9,0,5,145,0,0,0,0
2004-05-24 10:00:00,1.0,847.0,283.275,5.8,800.0,116.0,1155.0,90.0,1179.0,649.0,21.7,18.1,0.4642,10,0,5,145,0,0,0,0
2004-05-24 11:00:00,0.9,847.0,240.05,5.5,788.0,112.0,1203.0,85.0,1162.0,598.0,22.3,17.0,0.4513,11,0,5,145,0,0,0,0
2004-05-24 12:00:00,1.2,871.0,240.26315789473685,6.8,848.0,100.0,1139.0,83.0,1208.0,579.0,22.8,16.1,0.4404,12,0,5,145,0,0,0,0
2004-05-24 13:00:00,1.3,869.0,262.5,7.2,866.0,109.0,1107.0,85.0,1212.0,596.0,23.8,14.5,0.4222,13,0,5,145,0,0,0,0
2004-05-24 14:00:00,1.1,875.0,233.15384615384616,6.9,854.0,111.0,1160.0,85.0,1200.0,595.0,25.1,13.1,0.4129,14,0,5,145,0,0,0,0
2004-05-24 15:00:00,1.2,895.0,230.42105263157896,7.5,878.0,109.0,1122.0,81.0,1238.0,607.0,25.8,12.9,0.4219,15,0,5,145,0,0,0,0
2004-05-24 16:00:00,1.4,926.0,231.44736842105263,7.7,885.0,114.0,1101.0,92.0,1259.0,662.0,25.5,14.0,0.4495,16,0,5,145,0,0,0,0
2004-05-24 17:00:00,2.0,996.0,300.9736842105263,12.0,1048.0,139.0,959.0,108.0,1397.0,822.0,24.5,15.4,0.4663,17,0,5,145,0,0,0,0
2004-05-24 18:00:00,2.4,997.0,390.5897435897436,13.5,1100.0,157.0,896.0,106.0,1392.0,987.0,22.6,17.2,0.4656,18,0,5,145,0,0,0,0
2004-05-24 19:00:00,2.1,1006.0,479.4102564102564,12.0,1048.0,147.0,925.0,114.0,1416.0,966.0,21.2,18.9,0.471,19,0,5,145,0,0,0,0
2004-05-24 20:00:00,1.2,895.0,407.87179487179486,6.7,845.0,102.0,1072.0,96.0,1241.0,763.0,19.1,22.8,0.501,20,0,5,145,0,0,0,0
2004-05-24 21:00:00,0.7,862.0,210.97435897435898,4.8,751.0,73.0,1154.0,77.0,1213.0,617.0,18.4,24.6,0.5169,21,0,5,145,0,0,0,0
2004-05-24 22:00:00,0.7,858.0,141.84615384615384,4.8,756.0,65.0,1159.0,73.0,1209.0,564.0,17.3,25.6,0.5032,22,0,5,145,0,0,0,0
2004-05-24 23:00:00,0.8,853.0,130.0,5.0,762.0,76.0,1134.0,86.0,1184.0,646.0,16.5,24.9,0.4642,23,0,5,145,0,0,0,0
2004-05-25 00:00:00,0.5,859.0,103.12820512820512,4.3,727.0,65.0,1120.0,84.0,1187.0,753.0,16.7,28.3,0.5316,0,1,5,146,0,0,0,0
2004-05-25 01:00:00,0.2,837.0,82.05128205128206,2.7,634.0,41.0,1200.0,56.0,1150.0,669.0,15.5,32.2,0.5641,1,1,5,146,0,0,0,0
2004-05-25 02:00:00,0.2,746.0,67.33333333333333,0.9,493.0,17.0,1522.0,31.0,1063.0,435.0,17.5,29.1,0.5773,2,1,5,146,0,0,0,0
2004-05-25 03:00:00,0.2,752.0,54.87179487179487,1.2,515.0,17.0,1472.0,31.0,1068.0,436.0,13.3,35.6,0.5393,3,1,5,146,0,0,0,0
2004-05-25 04:00:00,0.1,742.0,42.743589743589745,0.9,489.0,19.0,1559.0,30.0,1048.0,403.0,14.0,33.7,0.5355,4,1,5,146,0,0,0,0
2004-05-25 05:00:00,0.1,774.0,40.078947368421055,1.7,560.0,45.0,1386.0,51.0,1107.0,532.0,11.6,40.0,0.5462,5,1,5,146,0,0,0,0
2004-05-25 06:00:00,0.2,798.0,71.44736842105263,2.6,630.0,40.0,1291.0,45.0,1125.0,536.0,13.4,34.5,0.5272,6,1,5,146,0,0,0,0
2004-05-25 07:00:00,1.1,1002.0,243.30769230769232,8.8,932.0,101.0,949.0,82.0,1405.0,917.0,15.2,31.0,0.5329,7,1,5,146,0,0,0,0
2004-05-25 08:00:00,3.0,1210.0,424.475,22.2,1356.0,183.0,657.0,100.0,1786.0,1481.0,16.3,27.5,0.5066,8,1,5,146,0,0,0,0
2004-05-25 09:00:00,2.1,1058.0,377.825,15.3,1158.0,149.0,820.0,91.0,1459.0,1187.0,19.2,20.0,0.439,9,1,5,146,0,0,0,0
2004-05-25 10:00:00,2.6,1106.0,283.275,14.0,1118.0,207.0,885.0,130.0,1451.0,1220.0,24.9,13.0,0.4038,10,1,5,146,0,0,0,0
2004-05-25 11:00:00,3.2,1153.0,240.05,18.5,1253.0,289.0,815.0,155.0,1541.0,1381.0,28.3,9.9,0.3754,11,1,5,146,0,0,0,0
2004-05-25 12:00:00,2.1,1047.0,240.26315789473685,13.5,1101.0,159.0,913.0,114.0,1391.0,1103.0,29.2,9.8,0.3914,12,1,5,146,0,0,0,0
2004-05-25 13:00:00,2.2,1091.0,262.5,15.8,1172.0,162.0,874.0,127.0,1459.0,1105.0,31.6,9.2,0.419,13,1,5,146,0,0,1,1
2004-05-25 14:00:00,2.4,1162.0,233.15384615384616,18.5,1253.0,173.0,796.0,138.0,1595.0,1248.0,32.6,9.3,0.4499,14,1,5,146,0,0,1,1
2004-05-25 15:00:00,2.4,1059.0,230.42105263157896,12.6,1070.0,173.0,925.0,138.0,1401.0,976.0,32.6,9.2,0.4463,15,1,5,146,0,0,0,0
2004-05-25 16:00:00,2.4,1083.0,231.44736842105263,12.0,1051.0,173.0,939.0,138.0,1390.0,898.0,32.3,10.0,0.4747,16,1,5,146,0,0,0,0
2004-05-25 17:00:00,2.8250746268656717,1150.0,300.9736842105263,15.4,1161.0,307.96755162241885,867.0,135.88790560471978,1512.0,1038.0,32.1,10.7,0.4996,17,1,5,146,0,0,0,0
2004-05-25 18:00:00,3.4354166666666663,1321.0,390.5897435897436,24.9,1426.0,350.0529411764706,720.0,145.94411764705882,1859.0,1395.0,29.7,12.2,0.5007,18,1,5,146,0,0,0,0
2004-05-25 19:00:00,3.7388059701492535,1321.0,479.4102564102564,24.9,1426.0,365.6371681415929,720.0,150.24483775811208,1859.0,1395.0,29.08,13.766666666666666,0.5235866666666666,19,1,5,146,0,0,0,0
2004-05-25 20:00:00,3.478443113772455,1321.0,407.87179487179486,24.9,1426.0,350.2573964497041,720.0,145.23076923076923,1859.0,1395.0,28.46,15.333333333333334,0.5464733333333334,20,1,5,146,0,0,0,0
2004-05-25 21:00:00,2.6101796407185627,1147.192,210.97435897435898,11.086933333333334,998.0986666666666,288.7032640949555,763.1733333333333,130.7240356083086,1493.88,1140.0853333333334,27.84,16.9,0.56936,21,1,5,146,0,0,0,0
2004-05-25 22:00:00,1.9717717717717718,1096.188829787234,141.84615384615384,9.004521276595744,922.4813829787234,218.8545994065282,814.8271276595744,114.89317507418397,1429.3882978723404,1057.25,27.22,18.46666666666667,0.5922466666666667,22,1,5,146,0,0,0,0
2004-05-25 23:00:00,1.8675675675675676,1088.3351063829787,130.0,8.422872340425531,900.406914893617,197.97626112759644,825.3031914893617,108.02373887240356,1413.2553191489362,1031.3696808510638,26.599999999999998,20.033333333333335,0.6151333333333333,23,1,5,146,0,0,0,0
2004-05-26 00:00:00,1.7753012048192771,1064.3925729442972,103.12820512820512,7.670822281167109,868.5968169761273,190.4925816023739,849.1273209549072,103.3293768545994,1386.2811671087534,997.7506631299734,25.98,21.6,0.63802,0,2,5,147,0,0,0,0
2004-05-26 01:00:00,1.4498489425981873,1002.813829787234,82.05128205128206,5.972074468085107,794.875,157.2640949554896,913.9627659574468,90.53115727002967,1327.8882978723404,901.2260638297872,25.36,23.166666666666668,0.6609066666666666,1,2,5,147,0,0,0,0
2004-05-26 02:00:00,1.090332326283988,943.0742705570292,67.33333333333333,4.370291777188329,715.0450928381963,118.83775811209439,1002.7241379310345,75.3834808259587,1275.0212201591512,801.9045092838196,24.74,24.733333333333334,0.6837933333333334,2,2,5,147,0,0,0,0
2004-05-26 03:00:00,0.8689024390243902,903.6259946949602,54.87179487179487,3.3742705570291776,658.2095490716181,116.026706231454,1081.893899204244,74.02967359050444,1238.4801061007959,732.6286472148541,24.119999999999997,26.3,0.70668,3,2,5,147,0,0,0,0
2004-05-26 04:00:00,0.8055045871559632,884.7665782493368,42.743589743589745,2.9167108753315647,630.8992042440318,81.2433234421365,1120.8302387267904,58.6646884272997,1221.4960212201593,700.159151193634,23.5,27.86666666666667,0.7295666666666667,4,2,5,147,0,0,0,0
2004-05-26 05:00:00,0.7055727554179567,892.0954907161804,40.078947368421055,3.0684350132625995,641.4350132625995,87.04790419161677,1107.1007957559682,59.625748502994014,1231.5941644562333,713.3129973474801,22.88,29.433333333333337,0.7524533333333333,5,2,5,147,0,0,0,0
2004-05-26 06:00:00,0.9113846153846153,952.8275862068965,71.44736842105263,4.750928381962864,730.9893899204244,125.69161676646706,999.5198938992042,71.74251497005989,1301.8541114058355,813.4641909814324,22.259999999999998,31.000000000000004,0.77534,6,2,5,147,0,0,0,0
2004-05-26 07:00:00,4.0,1303.0,243.30769230769232,40.2,1776.0,224.81656804733728,946.0,94.78338278931751,1467.0,1608.0,21.64,32.56666666666667,0.7982266666666666,7,2,5,147,0,0,1,1
2004-05-26 08:00:00,4.0,1303.0,424.475,40.2,1776.0,188.0,946.0,136.0,1467.0,1608.0,21.02,34.13333333333334,0.8211133333333333,8,2,5,147,0,1,1,1
2004-05-26 09:00:00,4.0,1303.0,377.825,40.2,1776.0,188.0,946.0,136.0,1467.0,1608.0,20.4,35.7,0.844,9,2,5,147,0,0,1,1
2004-05-26 10:00:00,2.2,1137.0,283.275,14.9,1146.0,188.0,1144.0,136.0,1392.0,1327.0,26.1,23.8,0.7938,10,2,5,147,0,0,0,0
2004-05-26 11:00:00,1.8,1139.0,240.05,13.8,1109.0,159.0,1118.0,135.0,1436.0,1292.0,28.8,21.1,0.8193,11,2,5,147,0,0,0,0
2004-05-26 12:00:00,1.6,1099.0,240.26315789473685,12.3,1059.0,146.0,1156.0,115.0,1416.0,1114.0,29.6,19.4,0.7897,12,2,5,147,0,0,0,0
2004-05-26 13:00:00,1.8,1088.0,262.5,14.0,1116.0,127.0,1128.0,112.0,1449.0,1060.0,31.6,16.4,0.7489,13,2,5,147,0,0,0,0
2004-05-26 14:00:00,1.6,1027.0,233.15384615384616,11.8,1041.0,128.0,1237.0,112.0,1345.0,915.0,32.3,13.3,0.6303,14,2,5,147,0,0,0,0
2004-05-26 15:00:00,1.6,1014.0,230.42105263157896,12.0,1049.0,120.0,1200.0,109.0,1366.0,893.0,31.8,13.5,0.6249,15,2,5,147,0,0,0,0
2004-05-26 16:00:00,1.3,969.0,231.44736842105263,9.7,968.0,115.0,1276.0,112.0,1325.0,768.0,31.8,13.8,0.6394,16,2,5,147,0,0,0,0
2004-05-26 17:00:00,1.3,1120.0,300.9736842105263,18.0,1238.0,115.0,1023.0,112.0,1591.0,1126.0,31.0,15.9,0.7039,17,2,5,147,0,0,0,0
2004-05-26 18:00:00,1.3,1131.0,390.5897435897436,22.6,1368.0,115.0,933.0,112.0,1707.0,1284.0,28.6,18.7,0.7216,18,2,5,147,0,0,1,1
2004-05-26 19:00:00,3.7388059701492535,1130.0,479.4102564102564,22.7,1368.0,365.6371681415929,933.0,150.24483775811208,1709.0,1269.0,26.7,19.5,0.6754,19,2,5,147,0,0,0,0
2004-05-26 20:00:00,3.478443113772455,1123.0,407.87179487179486,20.3,1304.0,350.2573964497041,939.0,145.23076923076923,1720.0,1290.0,25.0,24.4,0.7616,20,2,5,147,0,0,0,0
2004-05-26 21:00:00,2.6101796407185627,1069.0,210.97435897435898,13.1,1086.0,288.7032640949555,1064.0,130.7240356083086,1536.0,1119.0,22.8,28.4,0.7804,21,2,5,147,0,0,0,0
2004-05-26 22:00:00,1.9717717717717718,1021.0,141.84615384615384,10.9,1010.0,218.8545994065282,1116.0,114.89317507418397,1480.0,1027.0,21.7,29.2,0.7458,22,2,5,147,0,0,0,0
2004-05-26 23:00:00,1.8675675675675676,1101.0,130.0,13.3,1093.0,197.97626112759644,1012.0,108.02373887240356,1564.0,1155.0,21.1,30.9,0.7617,23,2,5,147,0,0,0,0
2004-05-27 00:00:00,1.7753012048192771,1026.0,103.12820512820512,9.5,960.0,190.4925816023739,1072.0,103.3293768545994,1471.0,1078.0,19.9,36.3,0.8349,0,3,5,148,0,0,0,0
2004-05-27 01:00:00,1.4498489425981873,949.0,82.05128205128206,6.6,841.0,157.2640949554896,1155.0,90.53115727002967,1393.0,954.0,18.6,39.3,0.8355,1,3,5,148,0,0,0,0
2004-05-27 02:00:00,1.090332326283988,846.0,67.33333333333333,3.6,687.0,118.83775811209439,1295.0,75.3834808259587,1288.0,726.0,18.6,38.8,0.8228,2,3,5,148,0,0,0,0
2004-05-27 03:00:00,0.8689024390243902,811.0,54.87179487179487,2.3,606.0,116.026706231454,1417.0,74.02967359050444,1248.0,656.0,19.0,38.9,0.8468,3,3,5,148,0,0,0,0
2004-05-27 04:00:00,0.8055045871559632,803.0,42.743589743589745,2.0,586.0,81.2433234421365,1442.0,58.6646884272997,1232.0,573.0,18.0,40.9,0.8394,4,3,5,148,0,0,0,0
2004-05-27 05:00:00,0.7055727554179567,882.0,40.078947368421055,4.1,715.0,87.04790419161677,1246.0,59.625748502994014,1367.0,780.0,15.5,48.6,0.8505,5,3,5,148,0,0,0,0
2004-05-27 06:00:00,0.9113846153846153,963.0,71.44736842105263,6.5,836.0,125.69161676646706,1085.0,71.74251497005989,1429.0,920.0,16.0,47.9,0.8659,6,3,5,148,0,0,0,0
2004-05-27 07:00:00,1.8066465256797584,1413.0,243.30769230769232,24.8,1424.0,224.81656804733728,739.0,94.78338278931751,2102.0,1544.0,17.0,46.0,0.883,7,3,5,148,0,0,0,0
2004-05-27 08:00:00,2.830930930930931,1485.0,424.475,34.4,1650.0,342.0058651026393,632.0,121.27941176470588,2337.0,1789.0,19.0,41.6,0.9039,8,3,5,148,0,0,0,0
2004-05-27 09:00:00,2.978378378378378,1354.0,377.825,24.5,1418.0,359.8859649122807,749.0,130.9795321637427,2043.0,1629.0,21.8,35.0,0.9002,9,3,5,148,0,0,0,0
2004-05-27 10:00:00,2.5739520958083832,1074.0,283.275,9.0,939.0,338.1169590643275,1071.0,133.23684210526315,1513.0,997.0,25.6,28.0,0.9088,10,3,5,148,0,0,0,0
2004-05-27 11:00:00,2.2615615615615616,1022.0,240.05,8.4,914.0,305.99415204678365,1132.0,130.1345029239766,1446.0,847.0,26.4,23.1,0.7853,11,3,5,148,0,0,0,0
2004-05-27 12:00:00,2.162235649546828,1100.0,240.26315789473685,11.5,1034.0,272.0558823529412,995.0,124.02058823529411,1586.0,958.0,27.1,24.2,0.856,12,3,5,148,0,0,0,0
2004-05-27 13:00:00,2.200906344410876,1073.0,262.5,12.1,1052.0,253.2890855457227,1009.0,119.15929203539822,1574.0,854.0,27.5,20.9,0.7565,13,3,5,148,0,0,0,0
2004-05-27 14:00:00,2.1311377245508982,1049.0,233.15384615384616,10.1,983.0,242.57771260997066,1071.0,116.16129032258064,1515.0,782.0,29.5,19.7,0.8015,14,3,5,148,0,0,0,0
2004-05-27 15:00:00,2.0737313432835824,1086.0,230.42105263157896,11.9,1048.0,239.04117647058823,1016.0,117.00294117647059,1580.0,888.0,30.6,18.6,0.8014,15,3,5,148,0,0,0,0
2004-05-27 16:00:00,2.299404761904762,1059.0,231.44736842105263,11.3,1027.0,261.28823529411767,1066.0,123.5264705882353,1521.0,764.0,31.3,15.8,0.7106,16,3,5,148,0,0,0,0
2004-05-27 17:00:00,2.8250746268656717,1244.0,300.9736842105263,20.2,1301.0,307.96755162241885,842.0,135.88790560471978,1801.0,1170.0,29.4,21.0,0.8452,17,3,5,148,0,0,0,0
2004-05-27 18:00:00,3.4354166666666663,1320.0,390.5897435897436,24.8,1423.0,350.0529411764706,767.0,145.94411764705882,1986.0,1385.0,27.0,23.5,0.8256,18,3,5,148,0,0,0,0
2004-05-27 19:00:00,3.7388059701492535,1236.0,479.4102564102564,20.3,1304.0,365.6371681415929,822.0,150.24483775811208,1868.0,1237.0,25.8,26.7,0.8758,19,3,5,148,0,0,0,0
2004-05-27 20:00:00,3.478443113772455,1136.0,407.87179487179486,16.2,1187.0,350.2573964497041,904.0,145.23076923076923,1735.0,1127.0,23.7,28.4,0.8225,20,3,5,148,0,0,0,0
2004-05-27 21:00:00,2.6101796407185627,1110.0,210.97435897435898,13.3,1093.0,288.7032640949555,961.0,130.7240356083086,1661.0,1091.0,21.3,33.0,0.8284,21,3,5,148,0,0,0,0
2004-05-27 22:00:00,1.9717717717717718,1026.0,141.84615384615384,10.3,990.0,218.8545994065282,1032.0,114.89317507418397,1553.0,972.0,20.5,35.3,0.8435,22,3,5,148,0,0,0,0
2004-05-27 23:00:00,1.8675675675675676,1038.0,130.0,9.6,961.0,197.97626112759644,1026.0,108.02373887240356,1530.0,949.0,19.4,38.1,0.8511,23,3,5,148,0,0,0,0
2004-05-28 00:00:00,1.7753012048192771,975.0,103.12820512820512,7.8,892.0,190.4925816023739,1015.0,103.3293768545994,1480.0,890.0,19.4,40.7,0.9045,0,4,5,149,0,0,0,0
2004-05-28 01:00:00,1.4498489425981873,908.0,82.05128205128206,6.1,814.0,157.2640949554896,1089.0,90.53115727002967,1403.0,763.0,17.8,44.9,0.903,1,4,5,149,0,0,0,0
2004-05-28 02:00:00,1.090332326283988,896.0,67.33333333333333,6.2,820.0,118.83775811209439,1074.0,75.3834808259587,1439.0,833.0,16.6,49.7,0.9295,2,4,5,149,0,0,0,0
2004-05-28 03:00:00,0.8689024390243902,810.0,54.87179487179487,3.8,697.0,116.026706231454,1221.0,74.02967359050444,1321.0,675.0,16.5,48.6,0.9028,3,4,5,149,0,0,0,0
2004-05-28 04:00:00,0.8055045871559632,789.0,42.743589743589745,2.8,638.0,81.2433234421365,1305.0,58.6646884272997,1309.0,672.0,15.2,53.6,0.919,4,4,5,149,0,0,0,0
2004-05-28 05:00:00,0.7055727554179567,814.0,40.078947368421055,3.4,678.0,87.04790419161677,1276.0,59.625748502994014,1339.0,626.0,15.5,51.7,0.9019,5,4,5,149,0,0,0,0
2004-05-28 06:00:00,0.9113846153846153,958.0,71.44736842105263,8.2,907.0,125.69161676646706,992.0,71.74251497005989,1536.0,882.0,14.9,54.8,0.9247,6,4,5,149,0,0,0,0
2004-05-28 07:00:00,1.8066465256797584,1213.0,243.30769230769232,19.2,1274.0,224.81656804733728,762.0,94.78338278931751,1914.0,1264.0,16.3,51.3,0.9416,7,4,5,149,0,0,0,0
2004-05-28 08:00:00,2.830930930930931,1221.0,424.475,22.6,1367.0,342.0058651026393,722.0,121.27941176470588,2008.0,1330.0,18.4,45.7,0.9559,8,4,5,149,0,0,0,0
2004-05-28 09:00:00,2.978378378378378,1245.0,377.825,19.4,1281.0,359.8859649122807,774.0,130.9795321637427,1952.0,1324.0,20.8,43.6,1.0614,9,4,5,149,0,0,0,0
2004-05-28 10:00:00,2.5739520958083832,1050.0,283.275,9.6,963.0,338.1169590643275,998.0,133.23684210526315,1609.0,901.0,24.3,35.1,1.0477,10,4,5,149,0,0,0,0
2004-05-28 11:00:00,2.2615615615615616,1048.0,240.05,9.8,969.0,305.99415204678365,1012.0,130.1345029239766,1600.0,852.0,26.4,29.3,0.9889,11,4,5,149,0,0,0,0
2004-05-28 12:00:00,2.162235649546828,1141.0,240.26315789473685,14.4,1128.0,272.0558823529412,902.0,124.02058823529411,1738.0,1009.0,28.3,25.0,0.9495,12,4,5,149,0,0,0,0
2004-05-28 13:00:00,1.7,1052.0,262.5,12.1,1053.0,133.0,949.0,115.0,1641.0,831.0,28.9,23.7,0.9285,13,4,5,149,0,0,0,0
2004-05-28 14:00:00,1.7,1152.0,233.15384615384616,13.5,1099.0,133.0,908.0,115.0,1706.0,954.0,28.5,25.8,0.9931,14,4,5,149,0,0,0,0
2004-05-28 15:00:00,1.7,1026.0,230.42105263157896,12.3,1061.0,133.0,982.0,115.0,1564.0,814.0,29.6,18.9,0.7692,15,4,5,149,0,0,0,0
2004-05-28 16:00:00,1.7,1039.0,231.44736842105263,12.2,1055.0,131.0,966.0,117.0,1590.0,845.0,28.0,23.2,0.8613,16,4,5,149,0,0,0,0
2004-05-28 17:00:00,2.1,1148.0,300.9736842105263,12.5,1067.0,133.0,887.0,105.0,1790.0,956.0,23.6,41.0,1.1786,17,4,5,149,0,0,0,0
2004-05-28 18:00:00,2.2,1176.0,390.5897435897436,13.9,1114.0,141.0,843.0,114.0,1805.0,1102.0,21.5,48.1,1.2148,18,4,5,149,0,0,0,0
2004-05-28 19:00:00,1.8,1100.0,479.4102564102564,11.4,1028.0,112.0,900.0,103.0,1710.0,994.0,22.1,44.1,1.1573,19,4,5,149,0,0,0,0
2004-05-28 20:00:00,1.8,1081.0,407.87179487179486,10.4,992.0,147.0,959.0,119.0,1680.0,935.0,20.2,47.2,1.1043,20,4,5,149,0,0,0,0
2004-05-28 21:00:00,0.9,976.0,210.97435897435898,7.0,858.0,104.0,1070.0,102.0,1547.0,839.0,20.0,47.6,1.103,21,4,5,149,0,0,0,0
2004-05-28 22:00:00,1.0,979.0,141.84615384615384,7.0,857.0,97.0,1082.0,96.0,1546.0,797.0,19.8,46.8,1.0697,22,4,5,149,0,0,0,0
2004-05-28 23:00:00,2.0,1092.0,130.0,11.3,1024.0,128.0,937.0,109.0,1706.0,968.0,19.6,47.0,1.0606,23,4,5,149,0,0,0,0
2004-05-29 00:00:00,1.8,1044.0,103.12820512820512,9.2,946.0,138.0,1009.0,119.0,1594.0,886.0,19.3,46.3,1.0279,0,5,5,150,1,0,0,0
2004-05-29 01:00:00,1.1,940.0,82.05128205128206,6.8,849.0,93.0,1091.0,103.0,1509.0,764.0,18.5,48.7,1.0286,1,5,5,150,1,0,0,0
2004-05-29 02:00:00,0.6,892.0,67.33333333333333,5.1,767.0,71.0,1180.0,84.0,1466.0,657.0,18.0,51.4,1.0504,2,5,5,150,1,0,0,0
2004-05-29 03:00:00,0.3,838.0,54.87179487179487,3.4,675.0,71.0,1302.0,84.0,1390.0,540.0,17.9,50.8,1.0355,3,5,5,150,1,0,0,0
2004-05-29 04:00:00,0.3,853.0,42.743589743589745,4.3,727.0,44.0,1179.0,59.0,1417.0,621.0,17.7,51.9,1.0379,4,5,5,150,1,0,0,0
2004-05-29 05:00:00,0.3,738.0,40.078947368421055,1.5,545.0,18.0,1562.0,29.0,1266.0,450.0,17.7,49.7,0.997,5,5,5,150,1,0,0,0
2004-05-29 06:00:00,0.1,762.0,71.44736842105263,2.0,581.0,41.0,1588.0,45.0,1277.0,434.0,17.9,46.1,0.9383,6,5,5,150,1,0,0,0
2004-05-29 07:00:00,0.5,841.0,243.30769230769232,4.0,713.0,84.0,1293.0,80.0,1356.0,559.0,18.4,43.9,0.9192,7,5,5,150,1,0,0,0
2004-05-29 08:00:00,0.6,843.0,424.475,4.0,712.0,77.0,1303.0,77.0,1343.0,548.0,18.9,42.1,0.9081,8,5,5,150,1,0,0,0
2004-05-29 09:00:00,0.5,841.0,377.825,4.0,713.0,73.0,1326.0,68.0,1330.0,525.0,19.2,39.7,0.8728,9,5,5,150,1,0,0,0
2004-05-29 10:00:00,0.7,862.0,283.275,4.2,721.0,72.0,1329.0,66.0,1335.0,522.0,20.8,36.6,0.8878,10,5,5,150,1,0,0,0
2004-05-29 11:00:00,0.7,869.0,240.05,4.5,740.0,77.0,1296.0,70.0,1366.0,535.0,21.3,35.8,0.8975,11,5,5,150,1,0,0,0
2004-05-29 12:00:00,0.9,894.0,240.26315789473685,6.0,810.0,82.0,1204.0,74.0,1421.0,585.0,21.8,34.9,0.9004,12,5,5,150,1,0,0,0
2004-05-29 13:00:00,0.7,844.0,262.5,4.8,755.0,67.0,1284.0,64.0,1350.0,521.0,22.8,31.4,0.8615,13,5,5,150,1,0,0,0
2004-05-29 14:00:00,0.4,823.0,233.15384615384616,3.8,699.0,59.0,1382.0,60.0,1311.0,493.0,22.9,31.3,0.862,14,5,5,150,1,0,0,0
2004-05-29 15:00:00,0.5,843.0,230.42105263157896,4.2,719.0,61.0,1353.0,63.0,1330.0,501.0,22.9,30.7,0.8461,15,5,5,150,1,0,0,0
2004-05-29 16:00:00,0.6,865.0,231.44736842105263,5.1,767.0,76.0,1279.0,75.0,1369.0,559.0,23.8,29.2,0.8499,16,5,5,150,1,0,0,0
2004-05-29 17:00:00,0.6,873.0,300.9736842105263,5.6,792.0,73.0,1247.0,79.0,1397.0,589.0,23.2,30.2,0.8442,17,5,5,150,1,0,0,0
2004-05-29 18:00:00,0.8,899.0,390.5897435897436,5.8,803.0,87.0,1221.0,83.0,1426.0,596.0,22.4,31.3,0.8365,18,5,5,150,1,0,0,0
2004-05-29 19:00:00,1.0,921.0,479.4102564102564,7.0,856.0,98.0,1163.0,93.0,1437.0,681.0,21.7,32.2,0.825,19,5,5,150,1,0,0,0
2004-05-29 20:00:00,1.2,937.0,407.87179487179486,7.9,893.0,123.0,1106.0,112.0,1463.0,783.0,20.8,33.2,0.8061,20,5,5,150,1,0,0,0
2004-05-29 21:00:00,1.0,901.0,210.97435897435898,6.5,834.0,102.0,1177.0,103.0,1408.0,738.0,20.1,35.0,0.8149,21,5,5,150,1,0,0,0
2004-05-29 22:00:00,1.3,955.0,141.84615384615384,8.5,918.0,102.0,1056.0,93.0,1511.0,762.0,19.5,36.9,0.8258,22,5,5,150,1,0,0,0
2004-05-29 23:00:00,2.7,1065.0,130.0,13.7,1106.0,142.0,897.0,112.0,1707.0,929.0,19.0,38.2,0.8327,23,5,5,150,1,0,0,0
2004-05-30 00:00:00,2.7,1035.0,103.12820512820512,13.8,1110.0,148.0,907.0,125.0,1652.0,1044.0,18.5,39.4,0.832,0,6,5,151,1,0,0,0
2004-05-30 01:00:00,1.6,956.0,82.05128205128206,9.1,945.0,107.0,1030.0,107.0,1509.0,892.0,17.8,41.7,0.844,1,6,5,151,1,0,0,0
2004-05-30 02:00:00,0.6,869.0,67.33333333333333,6.5,835.0,61.0,1078.0,76.0,1437.0,807.0,19.2,42.0,0.9248,2,6,5,151,1,0,0,0
2004-05-30 03:00:00,0.3,831.0,54.87179487179487,6.2,822.0,61.0,1085.0,76.0,1418.0,710.0,17.8,44.8,0.9048,3,6,5,151,1,0,0,0
2004-05-30 04:00:00,0.3,815.0,42.743589743589745,5.2,774.0,43.0,1113.0,55.0,1374.0,712.0,17.0,47.7,0.9185,4,6,5,151,1,0,0,0
2004-05-30 05:00:00,0.1,781.0,40.078947368421055,3.1,661.0,25.0,1271.0,37.0,1299.0,568.0,17.2,47.2,0.9178,5,6,5,151,1,0,0,0
